"filename", "language", "XML", "HTML", "C#", "Markdown", "Python", "Batch", "PowerShell", "Shell Script", "Properties", "CSS", "C++", "JSON", "reStructuredText", "JavaScript", "Visual Basic", "comment", "blank", "total"
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\build_py.py", "Python", 0, 0, 0, 0, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 59, 394
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\build_scripts.py", "Python", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23, 132
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\check.py", "Python", 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24, 144
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\clean.py", "Python", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 81
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\config.py", "Python", 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 58, 358
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\install.py", "Python", 0, 0, 0, 0, 423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 124, 673
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\install_data.py", "Python", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 82
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\install_egg_info.py", "Python", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 79
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\install_headers.py", "Python", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 52
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\install_lib.py", "Python", 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 43, 220
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\install_scripts.py", "Python", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 65
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\register.py", "Python", 0, 0, 0, 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 38, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\sdist.py", "Python", 0, 0, 0, 0, 351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 70, 462
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\command\upload.py", "Python", 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 26, 195
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\config.py", "Python", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 122
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\core.py", "Python", 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 40, 243
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\cygwinccompiler.py", "Python", 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 64, 450
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\debug.py", "Python", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 8
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\dep_util.py", "Python", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 89
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\dir_util.py", "Python", 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 37, 213
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\dist.py", "Python", 0, 0, 0, 0, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 197, 1249
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\emxccompiler.py", "Python", 0, 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 49, 320
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\errors.py", "Python", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 89
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\extension.py", "Python", 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 28, 256
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\fancy_getopt.py", "Python", 0, 0, 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 93, 485
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\file_util.py", "Python", 0, 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 42, 232
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\filelist.py", "Python", 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 72, 337
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\log.py", "Python", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 72
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\msvccompiler.py", "Python", 0, 0, 0, 0, 489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 105, 660
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\spawn.py", "Python", 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 24, 174
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\sysconfig.py", "Python", 0, 0, 0, 0, 401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 88, 572
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\text_file.py", "Python", 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 61, 305
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\unixccompiler.py", "Python", 0, 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 49, 347
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\util.py", "Python", 0, 0, 0, 0, 402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 87, 570
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\version.py", "Python", 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 56, 300
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\distutils\versionpredicate.py", "Python", 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33, 165
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\doctest.py", "Python", 0, 0, 0, 0, 1934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 364, 434, 2732
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\dumbdbm.py", "Python", 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 48, 251
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\dummy_thread.py", "Python", 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30, 146
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\dummy_threading.py", "Python", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 15, 79
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\__init__.py", "Python", 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 22, 124
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\_parseaddr.py", "Python", 0, 0, 0, 0, 391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 73, 498
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\base64mime.py", "Python", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 47, 184
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\charset.py", "Python", 0, 0, 0, 0, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 64, 398
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\encoders.py", "Python", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 83
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\errors.py", "Python", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25, 58
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\feedparser.py", "Python", 0, 0, 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 36, 485
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\generator.py", "Python", 0, 0, 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 48, 365
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\header.py", "Python", 0, 0, 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 56, 515
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\iterators.py", "Python", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 74
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\message.py", "Python", 0, 0, 0, 0, 616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 116, 798
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\mime\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\mime\application.py", "Python", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 37
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\mime\audio.py", "Python", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 74
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\mime\base.py", "Python", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 27
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\mime\image.py", "Python", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 47
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\mime\message.py", "Python", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 35
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\mime\multipart.py", "Python", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 48
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\mime\nonmultipart.py", "Python", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 23
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\mime\text.py", "Python", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 31
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\parser.py", "Python", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 92
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\quoprimime.py", "Python", 0, 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 68, 337
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\email\utils.py", "Python", 0, 0, 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 62, 325
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\__init__.py", "Python", 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 29, 158
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\aliases.py", "Python", 0, 0, 0, 0, 321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 104, 528
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\ascii.py", "Python", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 51
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\base64_codec.py", "Python", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 80
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\charmap.py", "Python", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 70
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp037.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1006.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1026.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1140.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1250.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1251.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1252.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1253.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1254.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1255.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1256.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1257.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp1258.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp424.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp437.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp500.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp720.py", "Python", 0, 0, 0, 0, 289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 310
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp737.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp775.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 698
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp850.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp852.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp855.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp856.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp857.py", "Python", 0, 0, 0, 0, 671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 695
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp858.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp860.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp861.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp862.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp863.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp864.py", "Python", 0, 0, 0, 0, 667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 691
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp865.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp866.py", "Python", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 699
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp869.py", "Python", 0, 0, 0, 0, 666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 690
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp874.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\cp875.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\hex_codec.py", "Python", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 80
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\hp_roman8.py", "Python", 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 153
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_1.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_10.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_11.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_13.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_14.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_15.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_16.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_2.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_3.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_4.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_5.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_6.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_7.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_8.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\iso8859_9.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\koi8_r.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\koi8_u.py", "Python", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 308
"f:\VS 2022\repos\IDE\packages\IronPython.Interpreter.2.7.4\tools\Lib\encodings\latin_1.py", "Python", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 51
